Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8861,298.0,12,1.0,10.0,71.0,0.07,0.06,0.0,0.02,0.15
16363,409.0,15,1.0,1.0,93.0,0.0,0.0,0.01,0.0,0.01
3476,167.0,11,1.0,4.0,48.0,0.32,0.22,0.0,0.04,0.58
7432,104.0,12,1.0,0.0,70.0,0.1,0.08,0.0,0.03,0.21
501,65.0,12,1.0,8.0,100.0,1.51,1.12,0.01,0.24,2.89
9013,212.0,12,1.0,8.0,100.0,0.07,0.06,0.0,0.02,0.14
12809,156.0,2,1.0,6.0,57.0,0.04,0.01,0.0,0.0,0.06
5868,449.0,12,1.0,11.0,49.0,0.0,0.0,0.3,0.0,0.3
1880,37.0,11,1.0,9.0,103.0,0.0,0.0,1.07,0.02,1.09
2976,31.0,20,1.0,0.0,100.0,0.6,0.03,0.0,0.05,0.68
11319,322.0,4,1.0,11.0,54.0,0.06,0.02,0.0,0.0,0.08
11984,36.0,7,1.0,11.0,59.0,0.06,0.01,0.0,0.0,0.07
8352,412.0,10,1.0,11.0,21.0,0.02,0.12,0.0,0.03,0.17
410,22.0,14,1.0,0.0,28.0,0.8,1.92,0.06,0.5,3.28
8280,457.0,2,1.0,0.0,123.0,0.0,0.0,0.17,0.0,0.17
11451,215.0,2,1.0,3.0,123.0,0.0,0.0,0.08,0.0,0.08
3885,462.0,15,1.0,7.0,14.0,0.13,0.07,0.27,0.05,0.51
5233,206.0,13,1.0,8.0,100.0,0.11,0.17,0.0,0.07,0.36
13301,181.0,13,1.0,10.0,51.0,0.0,0.04,0.0,0.01,0.05
16448,510.0,4,1.0,10.0,64.0,0.01,0.0,0.0,0.0,0.01
14302,261.0,10,1.0,11.0,1.0,0.01,0.02,0.0,0.01,0.03
9760,506.0,23,1.0,4.0,115.0,0.09,0.03,0.0,0.0,0.12
6320,155.0,12,1.0,0.0,68.0,0.12,0.01,0.0,0.14,0.27
5510,85.0,7,1.0,7.0,125.0,0.0,0.0,0.29,0.04,0.33
1189,114.0,8,1.0,4.0,125.0,0.59,0.14,0.81,0.02,1.56
14367,131.0,5,1.0,6.0,71.0,0.02,0.01,0.0,0.0,0.03
1436,257.0,13,1.0,2.0,54.0,0.81,0.29,0.11,0.14,1.35
8354,427.0,11,1.0,7.0,129.0,0.02,0.02,0.12,0.01,0.17
13041,441.0,15,1.0,3.0,42.0,0.0,0.0,0.05,0.0,0.05
12597,394.0,22,1.0,7.0,63.0,0.03,0.03,0.0,0.01,0.06
11652,141.0,22,1.0,3.0,71.0,0.07,0.0,0.0,0.01,0.08
5035,143.0,3,1.0,7.0,15.0,0.0,0.0,0.38,0.0,0.38
12384,350.0,11,1.0,0.0,98.0,0.03,0.02,0.0,0.0,0.06
9760,506.0,23,1.0,4.0,115.0,0.09,0.03,0.0,0.0,0.12
155,101.0,14,1.0,8.0,100.0,2.49,2.05,0.16,0.96,5.65
4358,534.0,4,1.0,3.0,103.0,0.32,0.12,0.0,0.01,0.45
2440,45.0,20,1.0,9.0,28.0,0.74,0.04,0.0,0.06,0.85
1268,111.0,20,1.0,3.0,68.0,1.08,0.28,0.0,0.13,1.49
7816,253.0,22,1.0,1.0,123.0,0.14,0.03,0.0,0.01,0.19
11406,318.0,20,1.0,0.0,3.0,0.07,0.0,0.0,0.01,0.08
8636,129.0,17,1.0,1.0,95.0,0.0,0.0,0.16,0.0,0.16
3302,485.0,12,1.0,8.0,123.0,0.3,0.23,0.0,0.08,0.61
16,221.0,22,1.0,3.0,115.0,14.97,4.94,0.24,1.67,21.82
6544,126.0,23,1.0,7.0,44.0,0.19,0.06,0.0,0.01,0.26
6573,123.0,12,1.0,1.0,10.0,0.13,0.1,0.0,0.03,0.26
2047,317.0,22,1.0,0.0,22.0,0.65,0.22,0.05,0.1,1.01
16582,328.0,7,1.0,10.0,96.0,0.01,0.0,0.0,0.0,0.01
12821,178.0,22,1.0,3.0,84.0,0.05,0.0,0.0,0.0,0.06
12751,487.0,23,1.0,8.0,30.0,0.04,0.01,0.0,0.0,0.06
13997,276.0,12,1.0,3.0,108.0,0.02,0.01,0.0,0.0,0.04
6953,284.0,12,1.0,6.0,71.0,0.12,0.09,0.0,0.03,0.24
10276,281.0,15,1.0,0.0,123.0,0.0,0.0,0.11,0.0,0.11
7517,346.0,20,1.0,0.0,8.0,0.17,0.02,0.0,0.02,0.2
14084,191.0,10,1.0,0.0,70.0,0.0,0.03,0.0,0.01,0.04
7527,269.0,13,1.0,9.0,123.0,0.06,0.0,0.14,0.01,0.2
10311,144.0,8,1.0,7.0,12.0,0.0,0.0,0.11,0.0,0.11
9350,190.0,12,1.0,3.0,62.0,0.0,0.0,0.13,0.0,0.13
9867,258.0,3,1.0,7.0,95.0,0.0,0.0,0.12,0.0,0.12
9793,531.0,2,1.0,3.0,123.0,0.0,0.0,0.12,0.0,0.12
1798,227.0,4,1.0,0.0,70.0,0.82,0.3,0.0,0.02,1.14
10829,455.0,1,1.0,0.0,123.0,0.0,0.0,0.09,0.0,0.09
12252,517.0,23,1.0,9.0,21.0,0.05,0.01,0.0,0.0,0.06
4421,482.0,12,1.0,1.0,32.0,0.22,0.17,0.0,0.06,0.44
4223,89.0,5,1.0,3.0,125.0,0.36,0.09,0.0,0.01,0.47
11020,320.0,15,1.0,0.0,132.0,0.05,0.03,0.0,0.02,0.09
7866,359.0,7,1.0,8.0,82.0,0.15,0.04,0.0,0.0,0.19
1346,295.0,12,1.0,10.0,71.0,1.16,0.08,0.0,0.19,1.44
945,188.0,7,1.0,9.0,125.0,0.83,0.06,0.93,0.0,1.83
10550,83.0,20,1.0,11.0,123.0,0.0,0.0,0.1,0.0,0.1
14682,401.0,10,1.0,3.0,123.0,0.0,0.02,0.0,0.01,0.03
8251,125.0,10,1.0,7.0,14.0,0.08,0.08,0.0,0.02,0.17
13383,81.0,2,1.0,4.0,131.0,0.04,0.0,0.0,0.0,0.05
13158,469.0,13,1.0,11.0,9.0,0.0,0.04,0.0,0.01,0.05
3758,395.0,17,1.0,1.0,8.0,0.0,0.0,0.53,0.0,0.53
8264,301.0,22,1.0,10.0,21.0,0.15,0.01,0.0,0.01,0.17
15647,300.0,5,1.0,10.0,8.0,0.01,0.0,0.0,0.0,0.02
1924,59.0,22,1.0,0.0,21.0,0.53,0.4,0.03,0.11,1.07
2963,21.0,10,1.0,0.0,28.0,0.22,0.38,0.0,0.1,0.69
5116,249.0,15,1.0,10.0,71.0,0.35,0.0,0.0,0.03,0.37
9695,148.0,17,1.0,2.0,92.0,0.0,0.0,0.12,0.0,0.12
848,226.0,13,1.0,0.0,34.0,0.77,0.85,0.01,0.37,2.0
5709,293.0,11,1.0,10.0,10.0,0.17,0.12,0.0,0.02,0.31
12591,57.0,4,1.0,1.0,47.0,0.04,0.02,0.0,0.0,0.06
1297,110.0,2,1.0,1.0,68.0,1.15,0.2,0.0,0.12,1.47
7843,437.0,22,1.0,0.0,20.0,0.15,0.03,0.0,0.01,0.19
2513,443.0,14,1.0,2.0,54.0,0.35,0.26,0.08,0.13,0.82
15291,266.0,15,1.0,11.0,9.0,0.0,0.01,0.0,0.01,0.02
8135,127.0,22,1.0,0.0,22.0,0.11,0.04,0.02,0.01,0.18
10405,338.0,2,1.0,9.0,28.0,0.1,0.0,0.0,0.01,0.11
11367,406.0,13,1.0,8.0,70.0,0.04,0.03,0.0,0.01,0.08
5959,200.0,2,1.0,9.0,28.0,0.27,0.0,0.0,0.02,0.29
142,162.0,22,1.0,8.0,115.0,3.54,1.9,0.07,0.6,6.11
4845,364.0,5,1.0,0.0,117.0,0.31,0.08,0.0,0.01,0.4
2293,86.0,13,1.0,3.0,100.0,0.42,0.34,0.0,0.14,0.91
13603,283.0,23,1.0,6.0,71.0,0.03,0.01,0.0,0.0,0.04
7237,290.0,11,1.0,10.0,89.0,0.12,0.08,0.0,0.01,0.22
8600,465.0,10,1.0,6.0,28.0,0.0,0.15,0.0,0.01,0.16
11736,26.0,2,1.0,10.0,44.0,0.07,0.0,0.0,0.01,0.07
16430,505.0,5,1.0,7.0,30.0,0.01,0.0,0.0,0.0,0.01
15037,327.0,22,1.0,10.0,128.0,0.0,0.02,0.0,0.0,0.02
14030,523.0,10,1.0,11.0,28.0,0.0,0.03,0.0,0.01,0.04
11077,397.0,14,1.0,0.0,22.0,0.02,0.01,0.05,0.01,0.09
6949,237.0,2,1.0,7.0,103.0,0.17,0.01,0.04,0.02,0.24
8893,255.0,13,1.0,10.0,21.0,0.14,0.0,0.0,0.01,0.15
9809,410.0,23,1.0,2.0,89.0,0.09,0.03,0.0,0.0,0.12
12643,468.0,22,1.0,8.0,100.0,0.05,0.0,0.0,0.0,0.06
5624,464.0,2,1.0,10.0,20.0,0.18,0.11,0.0,0.03,0.32
4344,299.0,12,1.0,10.0,71.0,0.22,0.17,0.0,0.06,0.45
14890,477.0,22,1.0,0.0,100.0,0.0,0.02,0.0,0.0,0.03
1376,263.0,20,1.0,0.0,125.0,0.87,0.31,0.13,0.1,1.41
2320,152.0,2,1.0,7.0,125.0,0.84,0.0,0.0,0.06,0.9
15586,53.0,2,1.0,5.0,91.0,0.0,0.01,0.0,0.0,0.02
138,524.0,10,1.0,7.0,100.0,0.07,6.21,0.0,0.0,6.28
10393,44.0,16,1.0,2.0,40.0,0.06,0.0,0.03,0.02,0.11
14719,353.0,23,1.0,10.0,54.0,0.02,0.01,0.0,0.0,0.03
11260,73.0,15,1.0,5.0,1.0,0.07,0.0,0.0,0.01,0.08
6507,466.0,10,1.0,7.0,21.0,0.01,0.2,0.0,0.05,0.26
11087,373.0,20,1.0,10.0,113.0,0.08,0.0,0.0,0.01,0.09
14799,176.0,10,1.0,7.0,121.0,0.02,0.0,0.0,0.0,0.03
4750,61.0,12,1.0,3.0,10.0,0.2,0.16,0.0,0.05,0.41
11105,246.0,20,1.0,8.0,109.0,0.08,0.0,0.0,0.01,0.09
2985,369.0,21,1.0,4.0,28.0,0.26,0.33,0.03,0.06,0.68
1500,224.0,15,1.0,0.0,34.0,0.57,0.46,0.0,0.28,1.32
9517,27.0,20,1.0,10.0,44.0,0.12,0.0,0.0,0.01,0.13
9067,371.0,13,1.0,7.0,58.0,0.09,0.0,0.04,0.01,0.14
15829,130.0,23,1.0,3.0,115.0,0.01,0.0,0.0,0.0,0.02
15928,355.0,14,1.0,0.0,123.0,0.0,0.01,0.0,0.0,0.02
14288,112.0,5,1.0,0.0,54.0,0.03,0.01,0.0,0.0,0.03
6297,330.0,2,1.0,5.0,123.0,0.16,0.0,0.1,0.01,0.27
14851,278.0,2,1.0,3.0,25.0,0.02,0.0,0.0,0.0,0.03
3262,134.0,16,1.0,10.0,71.0,0.17,0.34,0.02,0.09,0.62
4240,388.0,12,1.0,0.0,33.0,0.2,0.15,0.06,0.05,0.46
4471,446.0,0,1.0,5.0,44.0,0.41,0.03,0.0,0.0,0.44
15061,535.0,12,1.0,1.0,112.0,0.0,0.0,0.02,0.0,0.02
4751,274.0,5,1.0,2.0,117.0,0.31,0.08,0.0,0.01,0.41
5989,516.0,12,1.0,8.0,116.0,0.14,0.11,0.0,0.04,0.29
1059,391.0,12,1.0,8.0,10.0,1.22,0.34,0.04,0.1,1.69
5759,34.0,7,1.0,10.0,21.0,0.25,0.06,0.0,0.0,0.31
14554,231.0,13,1.0,10.0,52.0,0.0,0.02,0.0,0.01,0.03
3378,109.0,14,1.0,0.0,68.0,0.26,0.24,0.0,0.1,0.6
15145,3.0,13,1.0,1.0,11.0,0.0,0.0,0.02,0.0,0.02
15322,511.0,4,1.0,10.0,43.0,0.01,0.01,0.0,0.0,0.02
16497,229.0,1,1.0,5.0,133.0,0.0,0.01,0.0,0.0,0.01
16091,189.0,12,1.0,1.0,93.0,0.0,0.0,0.01,0.0,0.01
11966,413.0,12,1.0,0.0,103.0,0.03,0.03,0.0,0.01,0.07
13207,390.0,20,1.0,11.0,123.0,0.0,0.0,0.05,0.0,0.05
12283,113.0,4,1.0,0.0,54.0,0.05,0.02,0.0,0.0,0.06
7929,88.0,2,1.0,3.0,125.0,0.0,0.0,0.19,0.0,0.19
9415,210.0,15,1.0,10.0,103.0,0.0,0.0,0.13,0.0,0.13
6564,116.0,4,1.0,3.0,133.0,0.18,0.07,0.0,0.0,0.26
15207,494.0,13,1.0,10.0,62.0,0.0,0.02,0.0,0.0,0.02
8141,77.0,2,1.0,3.0,27.0,0.17,0.0,0.0,0.01,0.18
6042,108.0,1,1.0,0.0,68.0,0.16,0.1,0.0,0.02,0.29
5847,60.0,5,1.0,6.0,89.0,0.23,0.06,0.0,0.01,0.3
14619,315.0,16,1.0,7.0,45.0,0.0,0.0,0.03,0.0,0.03
7598,50.0,22,1.0,3.0,123.0,0.1,0.08,0.0,0.02,0.2
16325,42.0,16,1.0,1.0,93.0,0.0,0.0,0.01,0.0,0.01
15891,525.0,10,1.0,10.0,8.0,0.0,0.01,0.0,0.0,0.02
10690,339.0,2,1.0,9.0,28.0,0.09,0.0,0.0,0.01,0.1
5731,192.0,14,1.0,8.0,63.0,0.05,0.19,0.03,0.04,0.31
7758,340.0,2,1.0,9.0,28.0,0.18,0.0,0.0,0.01,0.19
5302,182.0,20,1.0,1.0,68.0,0.13,0.18,0.0,0.04,0.35
550,223.0,22,1.0,1.0,21.0,1.52,0.94,0.02,0.24,2.72
8298,25.0,12,1.0,10.0,44.0,0.08,0.07,0.0,0.02,0.17
15147,326.0,10,1.0,11.0,57.0,0.0,0.02,0.0,0.0,0.02
12510,335.0,7,1.0,6.0,20.0,0.05,0.01,0.0,0.0,0.06
5995,291.0,22,1.0,10.0,71.0,0.27,0.0,0.0,0.02,0.29
14669,378.0,10,1.0,6.0,119.0,0.0,0.03,0.0,0.0,0.03
2268,240.0,13,1.0,10.0,10.0,0.86,0.0,0.0,0.06,0.92
14209,82.0,2,1.0,6.0,131.0,0.03,0.0,0.0,0.0,0.03
7217,198.0,2,1.0,9.0,28.0,0.2,0.0,0.0,0.02,0.22
11203,222.0,15,1.0,7.0,46.0,0.06,0.0,0.02,0.01,0.09
7392,74.0,13,1.0,10.0,22.0,0.06,0.05,0.08,0.02,0.21
15538,168.0,19,1.0,8.0,91.0,0.0,0.0,0.02,0.0,0.02
11414,1.0,20,1.0,10.0,100.0,0.06,0.01,0.0,0.01,0.08
6726,530.0,13,1.0,0.0,8.0,0.0,0.0,0.25,0.0,0.25
3335,313.0,20,1.0,11.0,125.0,0.11,0.14,0.33,0.02,0.6
204,451.0,21,1.0,2.0,125.0,2.59,1.06,0.8,0.57,5.02
1756,461.0,11,1.0,6.0,70.0,0.65,0.44,0.0,0.08,1.16
3245,515.0,12,1.0,7.0,28.0,0.16,0.13,0.29,0.04,0.62
1944,95.0,22,1.0,0.0,20.0,0.67,0.29,0.01,0.1,1.06
5033,172.0,12,1.0,7.0,74.0,0.07,0.05,0.25,0.02,0.38
3733,387.0,2,1.0,7.0,6.0,0.33,0.03,0.15,0.03,0.54
8755,262.0,22,1.0,0.0,103.0,0.07,0.06,0.01,0.01,0.15
524,199.0,2,1.0,9.0,28.0,1.32,1.19,0.0,0.3,2.81
13228,117.0,1,1.0,0.0,24.0,0.0,0.0,0.05,0.0,0.05
13547,170.0,18,1.0,4.0,49.0,0.0,0.0,0.04,0.0,0.04
3529,341.0,2,1.0,9.0,28.0,0.52,0.01,0.0,0.04,0.57
9003,99.0,16,1.0,0.0,22.0,0.03,0.03,0.07,0.02,0.14
5250,184.0,23,1.0,0.0,71.0,0.27,0.08,0.0,0.01,0.36
14614,362.0,15,1.0,6.0,57.0,0.03,0.0,0.0,0.0,0.03
12874,67.0,23,1.0,6.0,87.0,0.04,0.01,0.0,0.0,0.05
11740,159.0,17,1.0,6.0,8.0,0.0,0.0,0.07,0.0,0.07
2993,115.0,24,1.0,8.0,50.0,0.39,0.23,0.0,0.06,0.68
15003,512.0,15,1.0,6.0,86.0,0.0,0.0,0.02,0.0,0.02
15857,164.0,2,1.0,9.0,56.0,0.0,0.01,0.0,0.0,0.02
10338,504.0,11,1.0,3.0,10.0,0.0,0.0,0.1,0.01,0.11
3224,423.0,22,1.0,6.0,8.0,0.2,0.37,0.0,0.06,0.63
9967,537.0,2,1.0,4.0,20.0,0.09,0.02,0.0,0.01,0.12
7910,336.0,1,1.0,9.0,109.0,0.18,0.0,0.0,0.01,0.19
14095,68.0,6,1.0,4.0,103.0,0.0,0.0,0.04,0.0,0.04
14735,277.0,20,1.0,9.0,63.0,0.0,0.02,0.0,0.0,0.03
13827,69.0,10,1.0,0.0,103.0,0.01,0.03,0.0,0.0,0.04
8241,365.0,13,1.0,10.0,100.0,0.16,0.0,0.0,0.01,0.17
7414,270.0,7,1.0,3.0,90.0,0.17,0.04,0.0,0.0,0.21
13671,508.0,15,1.0,5.0,10.0,0.04,0.0,0.0,0.0,0.04
7908,208.0,2,1.0,5.0,16.0,0.18,0.0,0.0,0.01,0.19
10717,235.0,15,1.0,7.0,14.0,0.0,0.0,0.1,0.0,0.1
3033,514.0,11,1.0,7.0,10.0,0.19,0.13,0.31,0.04,0.67
4101,93.0,22,1.0,8.0,62.0,0.22,0.2,0.01,0.05,0.48
9105,445.0,1,1.0,0.0,126.0,0.0,0.0,0.14,0.0,0.14
3712,267.0,24,1.0,1.0,120.0,0.29,0.21,0.0,0.05,0.54
16250,500.0,15,1.0,2.0,49.0,0.0,0.0,0.01,0.0,0.01
10310,442.0,5,1.0,6.0,47.0,0.08,0.02,0.0,0.0,0.11
14942,404.0,4,1.0,8.0,87.0,0.02,0.01,0.0,0.0,0.02
11989,264.0,7,1.0,10.0,20.0,0.06,0.01,0.0,0.0,0.07
13808,377.0,10,1.0,0.0,54.0,0.0,0.03,0.0,0.01,0.04
12026,195.0,16,1.0,3.0,110.0,0.0,0.0,0.07,0.0,0.07
12789,472.0,9,1.0,2.0,7.0,0.0,0.0,0.06,0.0,0.06
12722,396.0,12,1.0,0.0,8.0,0.03,0.02,0.0,0.01,0.06
15961,124.0,2,1.0,11.0,17.0,0.01,0.0,0.0,0.0,0.02
6212,92.0,16,1.0,0.0,127.0,0.1,0.03,0.12,0.04,0.28
4067,133.0,13,1.0,6.0,57.0,0.07,0.31,0.02,0.08,0.49
7520,279.0,20,1.0,10.0,52.0,0.14,0.04,0.0,0.02,0.2
899,372.0,12,1.0,8.0,20.0,0.76,0.96,0.0,0.2,1.92
6187,28.0,12,1.0,2.0,70.0,0.14,0.11,0.0,0.04,0.28
1737,103.0,11,1.0,6.0,5.0,0.65,0.44,0.0,0.08,1.17
6362,382.0,22,1.0,3.0,103.0,0.25,0.0,0.0,0.02,0.27
3190,132.0,13,1.0,6.0,57.0,0.01,0.45,0.03,0.15,0.63
6925,321.0,14,1.0,0.0,127.0,0.13,0.02,0.04,0.04,0.24
6464,297.0,11,1.0,10.0,10.0,0.15,0.1,0.0,0.02,0.26
11169,230.0,21,1.0,0.0,34.0,0.04,0.04,0.0,0.01,0.09
6668,41.0,5,1.0,4.0,8.0,0.19,0.05,0.0,0.01,0.25
631,147.0,11,1.0,7.0,15.0,0.93,0.12,1.34,0.06,2.45
16094,173.0,23,1.0,6.0,73.0,0.01,0.0,0.0,0.0,0.01
2210,245.0,23,1.0,10.0,71.0,0.7,0.2,0.0,0.03,0.94
4800,519.0,20,1.0,0.0,100.0,0.38,0.0,0.0,0.03,0.4
372,376.0,22,1.0,0.0,54.0,2.11,0.94,0.12,0.34,3.51
14858,473.0,23,1.0,2.0,30.0,0.02,0.01,0.0,0.0,0.03
5744,17.0,12,1.0,9.0,122.0,0.07,0.06,0.16,0.02,0.31
1678,161.0,8,1.0,4.0,103.0,0.0,0.0,1.2,0.0,1.2
5806,142.0,15,1.0,7.0,112.0,0.18,0.01,0.1,0.02,0.31
1233,479.0,12,1.0,10.0,71.0,0.36,0.9,0.0,0.27,1.52
4942,48.0,12,1.0,0.0,70.0,0.19,0.15,0.0,0.05,0.39
12407,4.0,1,1.0,9.0,41.0,0.0,0.0,0.06,0.0,0.06
14339,121.0,13,1.0,7.0,54.0,0.0,0.0,0.03,0.0,0.03
4009,347.0,11,1.0,7.0,10.0,0.0,0.0,0.46,0.03,0.5
9958,486.0,16,1.0,7.0,2.0,0.06,0.01,0.02,0.02,0.12
667,180.0,10,1.0,8.0,32.0,2.28,0.02,0.08,0.0,2.37
6021,533.0,16,1.0,0.0,124.0,0.15,0.01,0.1,0.04,0.29
8672,271.0,2,1.0,1.0,20.0,0.14,0.01,0.0,0.01,0.16
4825,205.0,13,1.0,0.0,8.0,0.14,0.19,0.0,0.07,0.4
2016,424.0,13,1.0,4.0,8.0,0.56,0.33,0.01,0.14,1.03
10408,76.0,16,1.0,7.0,28.0,0.0,0.07,0.02,0.02,0.11
1414,225.0,12,1.0,0.0,106.0,0.6,0.01,0.0,0.76,1.37
4125,483.0,12,1.0,11.0,71.0,0.23,0.18,0.0,0.06,0.48
14786,35.0,10,1.0,8.0,71.0,0.0,0.02,0.0,0.0,0.03
4198,478.0,20,1.0,4.0,68.0,0.29,0.13,0.0,0.04,0.47
5588,460.0,22,1.0,6.0,44.0,0.23,0.04,0.02,0.03,0.32
12348,58.0,11,1.0,5.0,89.0,0.04,0.02,0.0,0.0,0.06
2321,232.0,13,1.0,0.0,10.0,0.42,0.32,0.01,0.15,0.9
9075,63.0,2,1.0,9.0,109.0,0.13,0.0,0.0,0.01,0.14
14358,122.0,11,1.0,0.0,89.0,0.02,0.01,0.0,0.0,0.03
3830,431.0,2,1.0,7.0,68.0,0.37,0.11,0.0,0.04,0.52
618,383.0,23,1.0,0.0,21.0,1.84,0.56,0.0,0.09,2.49
11046,367.0,13,1.0,4.0,10.0,0.01,0.06,0.0,0.02,0.09
7233,513.0,2,1.0,1.0,28.0,0.2,0.0,0.0,0.02,0.22
3440,492.0,20,1.0,0.0,21.0,0.15,0.37,0.0,0.07,0.58
3765,120.0,13,1.0,7.0,127.0,0.25,0.07,0.17,0.05,0.53
7807,139.0,22,1.0,2.0,71.0,0.15,0.02,0.0,0.02,0.19
13203,351.0,11,1.0,10.0,96.0,0.03,0.02,0.0,0.0,0.05
9248,408.0,4,1.0,7.0,44.0,0.03,0.01,0.09,0.0,0.14
9722,13.0,2,1.0,0.0,123.0,0.0,0.0,0.12,0.0,0.12
15542,480.0,14,1.0,5.0,66.0,0.0,0.02,0.0,0.0,0.02
5446,153.0,22,1.0,8.0,106.0,0.15,0.14,0.0,0.04,0.33
